h_mm,h_MM,fm,model,acc,sp,eo,phase
0.2,0.1,0.3,GCN,0.6466666666666666,22.408026456832886,13.714513182640076,after
0.2,0.2,0.3,GCN,0.67,14.569397270679474,2.5014810264110565,before
0.2,0.2,0.3,GCN,0.6633333333333333,14.903846383094788,1.7017543315887451,after
0.2,0.3,0.3,GCN,0.7166666666666667,18.039298057556152,5.756892263889313,before
0.2,0.3,0.3,GCN,0.7333333333333333,18.540969491004944,2.763727679848671,after
0.2,0.4,0.3,GCN,0.65,7.4623748660087585,7.6912738382816315,before
0.2,0.4,0.3,GCN,0.6666666666666666,11.287625133991241,4.452722892165184,after
0.2,0.5,0.3,GCN,0.6433333333333333,16.011705994606018,4.715880751609802,before
0.2,0.5,0.3,GCN,0.64,8.54933112859726,3.8601048290729523,after
0.2,0.6,0.3,GCN,0.6666666666666666,16.199833154678345,3.21713387966156,before
0.2,0.6,0.3,GCN,0.6833333333333333,15.050166845321655,2.7564365416765213,after
0.2,0.7,0.3,GCN,0.72,26.484113931655884,13.09409886598587,before
0.2,0.7,0.3,GCN,0.68,26.421403884887695,21.24789208173752,after
0.2,0.8,0.3,GCN,0.69,17.454013228416443,12.334700673818588,before
0.2,0.8,0.3,GCN,0.74,26.881271600723267,12.405331432819366,after
0.2,0.9,0.3,GCN,0.7566666666666667,24.728260934352875,23.05058091878891,before
0.2,0.9,0.3,GCN,0.7066666666666667,18.060201406478882,11.529961228370667,after
0.2,1.0,0.3,GCN,0.62,18.624581396579742,7.944862544536591,before
0.2,1.0,0.3,GCN,0.7,29.5150488615036,13.613808155059814,after
0.3,0.0,0.3,GCN,0.71,21.67642116546631,14.291410148143768,before
0.3,0.0,0.3,GCN,0.71,23.056019842624664,9.781954437494278,after
0.3,0.1,0.3,GCN,0.7333333333333333,20.589464902877808,1.3137388974428177,before
0.3,0.1,0.3,GCN,0.74,28.030937910079956,10.99749356508255,after
0.3,0.2,0.3,GCN,0.6833333333333333,17.851170897483826,4.998405277729034,before
0.3,0.2,0.3,GCN,0.6466666666666666,27.88461446762085,20.30690312385559,after
0.3,0.3,0.3,GCN,0.65,12.667223811149597,10.75461357831955,before
0.3,0.3,0.3,GCN,0.6866666666666666,18.72909665107727,14.357484877109528,after
0.3,0.4,0.3,GCN,0.6533333333333333,16.638796031475067,9.168147295713425,before
0.3,0.4,0.3,GCN,0.6933333333333334,22.052675485610962,12.879927456378937,after
0.3,0.5,0.3,GCN,0.6833333333333333,19.81605291366577,5.845067277550697,before
0.3,0.5,0.3,GCN,0.6633333333333333,27.591973543167114,17.651857435703278,after
0.3,0.6,0.3,GCN,0.6833333333333333,21.927256882190704,9.058783948421478,before
0.3,0.6,0.3,GCN,0.6733333333333333,19.85785961151123,9.843016415834427,after
0.3,0.7,0.3,GCN,0.66,15.071070194244385,7.5620874762535095,before
0.3,0.7,0.3,GCN,0.67,18.79180669784546,8.907952159643173,after
0.3,0.8,0.3,GCN,0.6966666666666667,20.840300619602203,7.88448378443718,before
0.3,0.8,0.3,GCN,0.7466666666666667,26.275083422660828,6.92959651350975,after
0.3,0.9,0.3,GCN,0.7066666666666667,11.538461595773697,12.17566654086113,before
0.3,0.9,0.3,GCN,0.68,16.032609343528748,1.6896788030862808,after
0.3,1.0,0.3,GCN,0.7533333333333333,29.159697890281677,14.131692051887512,before
0.3,1.0,0.3,GCN,0.66,25.898829102516174,14.063796401023865,after
0.4,0.0,0.3,GCN,0.73,21.279263496398926,7.769423723220825,before
0.4,0.0,0.3,GCN,0.7,15.635451674461365,3.877192735671997,after
0.4,0.1,0.3,GCN,0.6666666666666666,20.840300619602203,14.919571578502655,before
0.4,0.1,0.3,GCN,0.6733333333333333,18.415552377700806,8.23422223329544,after
0.4,0.2,0.3,GCN,0.7066666666666667,18.77090334892273,2.7293233200907707,before
0.4,0.2,0.3,GCN,0.7033333333333334,29.61956560611725,16.527454555034637,after
0.4,0.3,0.3,GCN,0.7233333333333334,30.68561851978302,15.232627093791962,before
0.4,0.3,0.3,GCN,0.6666666666666666,23.87123703956604,15.688540041446686,after
0.4,0.4,0.3,GCN,0.6766666666666666,13.001672923564911,3.951697424054146,before
0.4,0.4,0.3,GCN,0.6733333333333333,23.035116493701935,12.6340851187706,after
0.4,0.5,0.3,GCN,0.6633333333333333,13.022574782371521,10.538391768932343,before
0.4,0.5,0.3,GCN,0.6466666666666666,17.809364199638367,5.570972710847855,after
0.4,0.6,0.3,GCN,0.79,22.09448218345642,2.7366142719984055,before
0.4,0.6,0.3,GCN,0.76,25.355350971221924,6.602415442466736,after
0.4,0.7,0.3,GCN,0.66,10.472407937049866,6.334928423166275,before
0.4,0.7,0.3,GCN,0.6433333333333333,21.279263496398926,11.703348904848099,after
0.4,0.8,0.3,GCN,0.6433333333333333,10.033445060253143,2.4123946204781532,before
0.4,0.8,0.3,GCN,0.64,6.124581769108772,7.748917490243912,after
0.4,0.9,0.3,GCN,0.7033333333333334,16.220736503601074,17.23536103963852,before
0.4,0.9,0.3,GCN,0.7833333333333333,33.38210582733154,17.46707558631897,after
0.4,1.0,0.3,GCN,0.67,14.7575244307518,2.2597402334213257,before
0.4,1.0,0.3,GCN,0.6666666666666666,14.73662257194519,11.235816776752472,after
0.5,0.0,0.3,GCN,0.7666666666666667,29.849499464035034,20.682387053966522,before
0.5,0.0,0.3,GCN,0.7133333333333334,33.94648730754852,25.853952765464783,after
0.5,0.1,0.3,GCN,0.7166666666666667,27.445653080940247,15.494418144226074,before
0.5,0.1,0.3,GCN,0.6833333333333333,25.877925753593445,15.567100048065186,after
0.5,0.2,0.3,GCN,0.72,12.395484745502472,5.713830143213272,before
0.5,0.2,0.3,GCN,0.6933333333333334,20.40133774280548,12.678742408752441,after
0.5,0.3,0.3,GCN,0.7,22.867892682552338,10.627705603837967,before
0.5,0.3,0.3,GCN,0.7,31.81438148021698,22.20984250307083,after
0.5,0.4,0.3,GCN,0.6566666666666666,13.022574782371521,8.567099273204803,before
0.5,0.4,0.3,GCN,0.65,13.837791979312897,7.783094048500061,after
0.5,0.5,0.3,GCN,0.6833333333333333,23.014214634895325,10.915698111057281,before
0.5,0.5,0.3,GCN,0.7333333333333333,13.837791979312897,13.46798837184906,after
0.5,0.6,0.3,GCN,0.6966666666666667,23.704013228416443,8.195488899946213,before
0.5,0.6,0.3,GCN,0.6733333333333333,22.15719074010849,10.382091999053955,after
0.5,0.7,0.3,GCN,0.76,34.71989929676056,16.126680374145508,before
0.5,0.7,0.3,GCN,0.7766666666666666,33.06856155395508,12.963317334651947,after
0.5,0.8,0.3,GCN,0.7433333333333333,28.32357883453369,8.290498703718185,before
0.5,0.8,0.3,GCN,0.7533333333333333,34.11371111869812,13.543631136417389,after
0.5,0.9,0.3,GCN,0.6533333333333333,28.783443570137024,21.285486221313477,before
0.5,0.9,0.3,GCN,0.6433333333333333,16.868728399276733,7.223740965127945,after
0.5,1.0,0.3,GCN,0.6266666666666667,23.87123703956604,13.62975686788559,before
0.5,1.0,0.3,GCN,0.76,41.241639852523804,22.552289068698883,after
0.6,0.0,0.3,GCN,0.7466666666666667,34.19732451438904,20.231260359287262,before
0.6,0.0,0.3,GCN,0.7533333333333333,37.228259444236755,24.1676926612854,after
0.6,0.1,0.3,GCN,0.7133333333333334,26.71404778957367,15.484392642974854,before
0.6,0.1,0.3,GCN,0.7333333333333333,28.135451674461365,12.358395755290985,after
0.6,0.2,0.3,GCN,0.7033333333333334,18.896320462226868,12.780587375164032,before
0.6,0.2,0.3,GCN,0.73,22.7424755692482,15.788106620311737,after
0.6,0.3,0.3,GCN,0.7433333333333333,39.443978667259216,27.349507808685303,before
0.6,0.3,0.3,GCN,0.7066666666666667,35.1588636636734,26.821371912956238,after
0.6,0.4,0.3,GCN,0.71,27.006688714027405,15.022556483745575,before
0.6,0.4,0.3,GCN,0.72,19.147157669067383,6.149692460894585,after
0.6,0.5,0.3,GCN,0.66,26.421403884887695,14.343814551830292,before
0.6,0.5,0.3,GCN,0.6566666666666666,35.70234179496765,26.760995388031006,after
0.6,0.6,0.3,GCN,0.6466666666666666,26.7349511384964,16.86807870864868,before
0.6,0.6,0.3,GCN,0.6566666666666666,32.065218687057495,20.927773416042328,after
0.6,0.7,0.3,GCN,0.6933333333333334,38.60785961151123,24.50125217437744,before
0.6,0.7,0.3,GCN,0.7733333333333333,34.364548325538635,14.896559715270996,after
0.6,0.8,0.3,GCN,0.7333333333333333,19.042642414569855,6.5431758761405945,before
0.6,0.8,0.3,GCN,0.76,25.313544273376465,5.305536836385727,after
0.6,0.9,0.3,GCN,0.65,31.14548623561859,20.20505964756012,before
0.6,0.9,0.3,GCN,0.6833333333333333,29.891303181648254,14.242425560951233,after
0.6,1.0,0.3,GCN,0.6966666666666667,30.14214038848877,14.56277072429657,before
0.6,1.0,0.3,GCN,0.7066666666666667,33.04765820503235,17.269080877304077,after
0.7,0.0,0.3,GCN,0.7633333333333333,33.31939876079559,25.86238384246826,before
0.7,0.0,0.3,GCN,0.74,34.19732451438904,27.68808603286743,after
0.7,0.1,0.3,GCN,0.74,35.30518412590027,23.9316463470459,before
0.7,0.1,0.3,GCN,0.75,39.88294303417206,29.08908724784851,after
0.7,0.2,0.3,GCN,0.7666666666666667,32.83862769603729,17.583048343658447,before
0.7,0.2,0.3,GCN,0.7533333333333333,33.65384638309479,16.840054094791412,after
0.7,0.3,0.3,GCN,0.7333333333333333,32.88043439388275,17.798131704330444,before
0.7,0.3,0.3,GCN,0.7433333333333333,30.434781312942505,15.994074940681458,after
0.7,0.4,0.3,GCN,0.7166666666666667,25.58528482913971,11.914786696434021,before
0.7,0.4,0.3,GCN,0.6766666666666666,24.811872839927673,15.01275897026062,after
0.7,0.5,0.3,GCN,0.6566666666666666,21.467390656471252,9.714969247579575,before
0.7,0.5,0.3,GCN,0.68,37.290969491004944,27.138984203338623,after
0.7,0.6,0.3,GCN,0.7,29.954013228416443,18.630212545394897,before
0.7,0.6,0.3,GCN,0.6866666666666666,42.4958199262619,35.33014357089996,after
0.7,0.7,0.3,GCN,0.68,36.53846085071564,25.70129930973053,before
0.7,0.7,0.3,GCN,0.7,35.43060123920441,23.954886198043823,after
0.7,0.8,0.3,GCN,0.7333333333333333,33.862876892089844,14.781726896762848,before
0.7,0.8,0.3,GCN,0.6966666666666667,38.44063580036163,23.24196845293045,after
0.7,0.9,0.3,GCN,0.6666666666666666,26.003345847129822,14.84324336051941,before
0.7,0.9,0.3,GCN,0.7433333333333333,37.834447622299194,20.868535339832306,after
0.7,1.0,0.3,GCN,0.63,44.14715766906738,40.23786783218384,before
0.7,1.0,0.3,GCN,0.6366666666666667,32.29514956474304,26.76076591014862,after
0.8,0.0,0.3,GCN,0.79,35.38879454135895,17.735929787158966,before
0.8,0.0,0.3,GCN,0.7633333333333333,32.85953104496002,19.01070773601532,after
0.8,0.1,0.3,GCN,0.74,37.64632046222687,27.7621328830719,before
0.8,0.1,0.3,GCN,0.7366666666666667,33.716556429862976,23.949190974235535,after
0.8,0.2,0.3,GCN,0.75,41.55518412590027,31.540215015411377,before
0.8,0.2,0.3,GCN,0.7466666666666667,45.98662257194519,38.71519863605499,after
0.8,0.3,0.3,GCN,0.7233333333333334,38.62876296043396,25.742995738983154,before
0.8,0.3,0.3,GCN,0.7466666666666667,39.61120545864105,27.050352096557617,after
0.8,0.4,0.3,GCN,0.71,33.31939876079559,21.84324413537979,before
0.8,0.4,0.3,GCN,0.74,30.372074246406555,16.09569489955902,after
0.8,0.5,0.3,GCN,0.68,33.13127160072327,26.096606254577637,before
0.8,0.5,0.3,GCN,0.6766666666666666,35.78595221042633,29.750284552574158,after
0.8,0.6,0.3,GCN,0.6833333333333333,43.64548623561859,33.57302248477936,before
0.8,0.6,0.3,GCN,0.7033333333333334,44.25167143344879,31.771475076675415,after
0.8,0.7,0.3,GCN,0.6866666666666666,51.31688714027405,40.48621654510498,before
0.8,0.7,0.3,GCN,0.74,40.73996543884277,26.691728830337524,after
0.8,0.8,0.3,GCN,0.67,39.15133774280548,33.41968655586243,before
0.8,0.8,0.3,GCN,0.65,27.738294005393982,21.868079900741577,after
0.8,0.9,0.3,GCN,0.7633333333333333,36.76839470863342,19.151288270950317,before
0.8,0.9,0.3,GCN,0.74,30.62290847301483,15.72977900505066,after
0.8,1.0,0.3,GCN,0.6466666666666666,45.798495411872864,39.41216766834259,before
0.8,1.0,0.3,GCN,0.7733333333333333,37.855350971221924,19.57484632730484,after
0.9,0.0,0.3,GCN,0.79,40.80267548561096,28.35816740989685,before
0.9,0.0,0.3,GCN,0.7866666666666666,38.294315338134766,24.826839566230774,after
0.9,0.1,0.3,GCN,0.7866666666666666,37.186455726623535,21.417179703712463,before
0.9,0.1,0.3,GCN,0.7866666666666666,41.99414849281311,29.165643453598022,after
0.9,0.2,0.3,GCN,0.79,38.62876296043396,21.56801074743271,before
0.9,0.2,0.3,GCN,0.7666666666666667,50.89883208274841,40.323078632354736,after
0.9,0.3,0.3,GCN,0.7733333333333333,44.23076808452606,27.436545491218567,before
0.9,0.3,0.3,GCN,0.7466666666666667,41.199833154678345,29.443153738975525,after
0.9,0.4,0.3,GCN,0.7233333333333334,45.06689012050629,34.64570641517639,before
0.9,0.4,0.3,GCN,0.7166666666666667,50.52257776260376,44.32011842727661,after
0.9,0.5,0.3,GCN,0.6933333333333334,35.66053509712219,29.206424951553345,before
0.9,0.5,0.3,GCN,0.7433333333333333,47.24080264568329,35.492825508117676,after
0.9,0.6,0.3,GCN,0.7366666666666667,40.86538553237915,26.654136180877686,before
0.9,0.6,0.3,GCN,0.7033333333333334,46.53010070323944,34.560948610305786,after
0.9,0.7,0.3,GCN,0.6966666666666667,38.67056965827942,28.202778100967407,before
0.9,0.7,0.3,GCN,0.68,30.14214038848877,20.63089609146118,after
0.9,0.8,0.3,GCN,0.7066666666666667,54.09699082374573,41.67168140411377,before
0.9,0.8,0.3,GCN,0.72,54.70317602157593,43.964001536369324,after
0.9,0.9,0.3,GCN,0.7,52.32023596763611,42.24424660205841,before
0.9,0.9,0.3,GCN,0.6733333333333333,50.43896436691284,45.15424966812134,after
0.9,1.0,0.3,GCN,0.78,53.030937910079956,35.09318828582764,before
0.9,1.0,0.3,GCN,0.8166666666666667,45.46404778957367,24.97037947177887,after
1.0,0.0,0.3,GCN,0.82,47.05267548561096,31.291410326957703,before
1.0,0.0,0.3,GCN,0.8466666666666667,48.014214634895325,29.903393983840942,after
1.0,0.1,0.3,GCN,0.8233333333333334,48.39046895503998,34.17521119117737,before
1.0,0.1,0.3,GCN,0.78,42.24498271942139,30.358168482780457,after
1.0,0.2,0.3,GCN,0.7766666666666666,49.95819330215454,41.394394636154175,before
1.0,0.2,0.3,GCN,0.76,45.94481587409973,35.56914925575256,after
1.0,0.3,0.3,GCN,0.7933333333333333,48.515886068344116,34.03280973434448,before
1.0,0.3,0.3,GCN,0.78,49.28929805755615,35.79608201980591,after
1.0,0.4,0.3,GCN,0.7433333333333333,49.31020140647888,39.94508981704712,before
1.0,0.4,0.3,GCN,0.73,35.78595221042633,26.156756281852722,after
1.0,0.5,0.3,GCN,0.7866666666666666,48.41137230396271,37.05650269985199,before
1.0,0.5,0.3,GCN,0.76,52.46655344963074,43.26247572898865,after
1.0,0.6,0.3,GCN,0.75,56.542640924453735,39.88220691680908,before
1.0,0.6,0.3,GCN,0.7466666666666667,52.42474675178528,33.67304503917694,after
1.0,0.7,0.3,GCN,0.72,70.88210582733154,65.91569781303406,before
1.0,0.7,0.3,GCN,0.6933333333333334,54.285115003585815,48.45249652862549,after
1.0,0.8,0.3,GCN,0.7233333333333334,43.436455726623535,36.026883125305176,before
1.0,0.8,0.3,GCN,0.71,45.61036825180054,38.32763731479645,after
1.0,0.9,0.3,GCN,0.72,45.29682397842407,31.875142455101013,before
1.0,0.9,0.3,GCN,0.6733333333333333,63.14799189567566,57.0453405380249,after
1.0,1.0,0.3,GCN,0.74,63.75418305397034,53.20870280265808,before
1.0,1.0,0.3,GCN,0.7566666666666667,51.0869562625885,36.54636740684509,after
