h_mm,h_MM,fm,model,acc,sp,eo,phase
0.4,0.0,0.3,GCN,0.71,16.011705994606018,6.636135280132294,after
0.4,0.1,0.3,GCN,0.7166666666666667,20.46404629945755,9.455228596925735,before
0.4,0.1,0.3,GCN,0.6933333333333334,21.55100405216217,12.629756331443787,after
0.4,0.2,0.3,GCN,0.72,29.849499464035034,14.152427017688751,before
0.4,0.2,0.3,GCN,0.6933333333333334,29.59866225719452,16.948963701725006,after
0.4,0.3,0.3,GCN,0.6733333333333333,22.554348409175873,11.115515977144241,before
0.4,0.3,0.3,GCN,0.6933333333333334,30.957359075546265,21.260423958301544,after
0.4,0.4,0.3,GCN,0.6733333333333333,12.4581940472126,5.70722259581089,before
0.4,0.4,0.3,GCN,0.6566666666666666,25.083613395690918,15.263158082962036,after
0.4,0.5,0.3,GCN,0.6566666666666666,20.568561553955078,17.387104034423828,before
0.4,0.5,0.3,GCN,0.6366666666666667,20.255017280578613,8.642743527889252,after
0.4,0.6,0.3,GCN,0.68,13.461539149284363,4.838687554001808,before
0.4,0.6,0.3,GCN,0.6833333333333333,23.975752294063568,13.226020336151123,after
0.4,0.7,0.3,GCN,0.6666666666666666,10.326086729764938,7.926861941814423,before
0.4,0.7,0.3,GCN,0.6433333333333333,19.565217196941376,11.758486926555634,after
0.4,0.8,0.3,GCN,0.6233333333333333,20.045986771583557,13.422420620918274,before
0.4,0.8,0.3,GCN,0.6533333333333333,23.014214634895325,13.762132823467255,after
0.4,0.9,0.3,GCN,0.8,33.50752592086792,19.83504295349121,before
0.4,0.9,0.3,GCN,0.7733333333333333,35.43060123920441,16.527684032917023,after
0.4,1.0,0.3,GCN,0.6333333333333333,22.261705994606018,11.273182928562164,before
0.4,1.0,0.3,GCN,0.6233333333333333,23.474080860614777,14.305992424488068,after
0.5,0.0,0.3,GCN,0.7433333333333333,26.943978667259216,25.56914985179901,before
0.5,0.0,0.3,GCN,0.7333333333333333,30.10033369064331,21.638870239257812,after
0.5,0.1,0.3,GCN,0.7,20.589464902877808,9.93347018957138,before
0.5,0.1,0.3,GCN,0.71,25.773411989212036,13.334016501903534,after
0.5,0.2,0.3,GCN,0.7133333333333334,12.750835716724396,5.986557155847549,before
0.5,0.2,0.3,GCN,0.6933333333333334,21.843644976615906,8.83481428027153,after
0.5,0.3,0.3,GCN,0.7266666666666667,28.4280925989151,12.312372028827667,before
0.5,0.3,0.3,GCN,0.6966666666666667,31.22909665107727,23.2991561293602,after
0.5,0.4,0.3,GCN,0.6533333333333333,16.638796031475067,13.197767734527588,before
0.5,0.4,0.3,GCN,0.6333333333333333,11.224916577339172,4.554568231105804,after
0.5,0.5,0.3,GCN,0.6766666666666666,9.11371260881424,4.323536157608032,before
0.5,0.5,0.3,GCN,0.7433333333333333,16.743311285972595,14.555251598358154,after
0.5,0.6,0.3,GCN,0.6866666666666666,20.94481587409973,9.123945981264114,before
0.5,0.6,0.3,GCN,0.7766666666666666,26.400500535964966,10.555251687765121,after
0.5,0.7,0.3,GCN,0.67,29.01337742805481,20.17817199230194,before
0.5,0.7,0.3,GCN,0.7866666666666666,34.86621975898743,14.795397222042084,after
0.5,0.8,0.3,GCN,0.7533333333333333,31.939798593521118,10.556618869304657,before
0.5,0.8,0.3,GCN,0.7533333333333333,33.758360147476196,14.107085764408112,after
0.5,0.9,0.3,GCN,0.6633333333333333,9.65719074010849,3.2795626670122147,before
0.5,0.9,0.3,GCN,0.67,33.46571922302246,22.151514887809753,after
0.5,1.0,0.3,GCN,0.6533333333333333,22.408026456832886,10.88835746049881,before
0.5,1.0,0.3,GCN,0.7566666666666667,37.62541711330414,18.146730959415436,after
0.6,0.0,0.3,GCN,0.7666666666666667,31.417223811149597,14.766006171703339,before
0.6,0.0,0.3,GCN,0.7333333333333333,27.571070194244385,13.316929340362549,after
0.6,0.1,0.3,GCN,0.74,26.860368251800537,11.61768063902855,before
0.6,0.1,0.3,GCN,0.7333333333333333,25.898829102516174,13.943038880825043,after
0.6,0.2,0.3,GCN,0.7333333333333333,26.024246215820312,13.709728419780731,before
0.6,0.2,0.3,GCN,0.69,22.993311285972595,12.148553133010864,after
0.6,0.3,0.3,GCN,0.74,35.82775890827179,24.211665987968445,before
0.6,0.3,0.3,GCN,0.7266666666666667,32.127925753593445,20.454317331314087,after
0.6,0.4,0.3,GCN,0.71,26.14966630935669,13.782410323619843,before
0.6,0.4,0.3,GCN,0.73,20.840300619602203,13.447026908397675,after
0.6,0.5,0.3,GCN,0.6633333333333333,30.03762662410736,17.48165935277939,before
0.6,0.5,0.3,GCN,0.68,25.857022404670715,14.430166780948639,after
0.6,0.6,0.3,GCN,0.6466666666666666,26.985785365104675,16.50216430425644,before
0.6,0.6,0.3,GCN,0.65,21.174749732017517,11.610161513090134,after
0.6,0.7,0.3,GCN,0.67,29.5150488615036,19.446343183517456,before
0.6,0.7,0.3,GCN,0.7333333333333333,30.476588010787964,11.118022352457047,after
0.6,0.8,0.3,GCN,0.7,30.831938982009888,13.275916874408722,before
0.6,0.8,0.3,GCN,0.7633333333333333,27.006688714027405,6.3581682741642,after
0.6,0.9,0.3,GCN,0.68,26.985785365104675,15.069946646690369,before
0.6,0.9,0.3,GCN,0.6933333333333334,33.50752592086792,18.357257544994354,after
0.6,1.0,0.3,GCN,0.7233333333333334,29.076087474822998,12.554796040058136,before
0.6,1.0,0.3,GCN,0.7066666666666667,34.364548325538635,17.748233675956726,after
0.7,0.0,0.3,GCN,0.7766666666666666,33.92558395862579,26.857370138168335,before
0.7,0.0,0.3,GCN,0.7566666666666667,36.45485043525696,26.373204588890076,after
0.7,0.1,0.3,GCN,0.7533333333333333,31.31271004676819,15.54499864578247,before
0.7,0.1,0.3,GCN,0.7233333333333334,30.12123703956604,17.458873987197876,after
0.7,0.2,0.3,GCN,0.7833333333333333,31.542640924453735,16.933469474315643,before
0.7,0.2,0.3,GCN,0.7766666666666666,31.647157669067383,13.949419558048248,after
0.7,0.3,0.3,GCN,0.7466666666666667,32.37876296043396,17.948508262634277,before
0.7,0.3,0.3,GCN,0.71,25.773411989212036,13.334016501903534,after
0.7,0.4,0.3,GCN,0.68,18.77090334892273,6.427659839391708,before
0.7,0.4,0.3,GCN,0.7366666666666667,34.8453164100647,22.032126784324646,after
0.7,0.5,0.3,GCN,0.6666666666666666,31.166386604309082,19.492822885513306,before
0.7,0.5,0.3,GCN,0.6533333333333333,22.80518412590027,14.157211780548096,after
0.7,0.6,0.3,GCN,0.7033333333333334,34.427258372306824,23.008203506469727,before
0.7,0.6,0.3,GCN,0.69,40.94899594783783,33.8184118270874,after
0.7,0.7,0.3,GCN,0.6733333333333333,26.275083422660828,16.466166079044342,before
0.7,0.7,0.3,GCN,0.6866666666666666,30.72742521762848,20.393483340740204,after
0.7,0.8,0.3,GCN,0.7166666666666667,34.949833154678345,16.368193924427032,before
0.7,0.8,0.3,GCN,0.6466666666666666,24.080267548561096,11.094782501459122,after
0.7,0.9,0.3,GCN,0.7233333333333334,35.514214634895325,16.386649012565613,before
0.7,0.9,0.3,GCN,0.75,38.18979859352112,20.014354586601257,after
0.7,1.0,0.3,GCN,0.6333333333333333,13.858695328235626,5.572112277150154,before
0.7,1.0,0.3,GCN,0.6533333333333333,51.75585150718689,46.505582332611084,after
0.8,0.0,0.3,GCN,0.7966666666666666,29.47324514389038,16.11984521150589,before
0.8,0.0,0.3,GCN,0.7766666666666666,31.647157669067383,18.580086529254913,after
0.8,0.1,0.3,GCN,0.7466666666666667,40.677258372306824,31.698566675186157,before
0.8,0.1,0.3,GCN,0.75,38.879597187042236,28.01731526851654,after
0.8,0.2,0.3,GCN,0.7433333333333333,43.22742521762848,35.54978370666504,before
0.8,0.2,0.3,GCN,0.74,42.99749135971069,34.807926416397095,after
0.8,0.3,0.3,GCN,0.7366666666666667,42.78846085071564,28.73934805393219,before
0.8,0.3,0.3,GCN,0.7533333333333333,39.61120545864105,25.49191117286682,after
0.8,0.4,0.3,GCN,0.7066666666666667,33.34030210971832,23.270905017852783,before
0.8,0.4,0.3,GCN,0.7066666666666667,41.785117983818054,31.781727075576782,after
0.8,0.5,0.3,GCN,0.68,36.622074246406555,30.830484628677368,before
0.8,0.5,0.3,GCN,0.6633333333333333,34.82441604137421,30.556845664978027,after
0.8,0.6,0.3,GCN,0.6866666666666666,34.80351269245148,24.45386052131653,before
0.8,0.6,0.3,GCN,0.7166666666666667,43.85451376438141,30.456596612930298,after
0.8,0.7,0.3,GCN,0.7066666666666667,46.864548325538635,33.83754789829254,before
0.8,0.7,0.3,GCN,0.7366666666666667,39.65300917625427,25.977444648742676,after
0.8,0.8,0.3,GCN,0.6333333333333333,24.623745679855347,19.847574830055237,before
0.8,0.8,0.3,GCN,0.67,32.54598677158356,26.20893120765686,after
0.8,0.9,0.3,GCN,0.7433333333333333,29.891303181648254,15.429027378559113,before
0.8,0.9,0.3,GCN,0.68,31.103679537773132,21.673502027988434,after
0.8,1.0,0.3,GCN,0.67,20.819397270679474,10.03372073173523,before
0.8,1.0,0.3,GCN,0.6666666666666666,35.43060123920441,25.40852129459381,after
0.9,0.0,0.3,GCN,0.7766666666666666,38.984113931655884,27.924582362174988,before
0.9,0.0,0.3,GCN,0.8033333333333333,40.90718924999237,27.579176425933838,after
0.9,0.1,0.3,GCN,0.79,36.705684661865234,22.018226981163025,before
0.9,0.1,0.3,GCN,0.76,38.900500535964966,28.86352241039276,after
0.9,0.2,0.3,GCN,0.7933333333333333,44.523411989212036,30.030760169029236,before
0.9,0.2,0.3,GCN,0.78,46.59281075000763,35.06447970867157,after
0.9,0.3,0.3,GCN,0.7766666666666666,43.85451376438141,27.840054035186768,before
0.9,0.3,0.3,GCN,0.7366666666666667,42.64214038848877,31.44315481185913,after
0.9,0.4,0.3,GCN,0.7333333333333333,43.31103563308716,33.23832154273987,before
0.9,0.4,0.3,GCN,0.7233333333333334,52.090299129486084,46.67806029319763,after
0.9,0.5,0.3,GCN,0.77,47.84699082374573,33.40054750442505,before
0.9,0.5,0.3,GCN,0.7333333333333333,44.23076808452606,32.98405110836029,after
0.9,0.6,0.3,GCN,0.7233333333333334,42.43310987949371,28.616541624069214,before
0.9,0.6,0.3,GCN,0.7233333333333334,45.81939876079559,33.547961711883545,after
0.9,0.7,0.3,GCN,0.6666666666666666,28.574416041374207,19.831396639347076,before
0.9,0.7,0.3,GCN,0.71,47.78428077697754,37.51150667667389,after
0.9,0.8,0.3,GCN,0.73,49.51923191547394,36.32832169532776,before
0.9,0.8,0.3,GCN,0.71,54.57776188850403,44.58304941654205,after
0.9,0.9,0.3,GCN,0.6766666666666666,35.93227565288544,29.581910371780396,before
0.9,0.9,0.3,GCN,0.64,50.68979859352112,47.509682178497314,after
0.9,1.0,0.3,GCN,0.71,55.936455726623535,45.09136378765106,before
0.9,1.0,0.3,GCN,0.7766666666666666,52.29933261871338,33.815449476242065,after
1.0,0.0,0.3,GCN,0.8333333333333334,44.77424621582031,27.92048454284668,before
1.0,0.0,0.3,GCN,0.8133333333333334,43.415552377700806,28.28434705734253,after
1.0,0.1,0.3,GCN,0.82,45.63127160072327,31.009796261787415,before
1.0,0.1,0.3,GCN,0.7866666666666666,37.249162793159485,21.190476417541504,after
1.0,0.2,0.3,GCN,0.7733333333333333,42.64214038848877,32.65003561973572,before
1.0,0.2,0.3,GCN,0.78,48.578596115112305,36.922988295555115,after
1.0,0.3,0.3,GCN,0.8,45.4849511384964,28.247207403182983,before
1.0,0.3,0.3,GCN,0.8,46.44648730754852,30.557531118392944,after
1.0,0.4,0.3,GCN,0.7433333333333333,54.11789417266846,45.15812397003174,before
1.0,0.4,0.3,GCN,0.7433333333333333,50.98243951797485,41.128504276275635,after
1.0,0.5,0.3,GCN,0.7566666666666667,42.265886068344116,31.390291452407837,before
1.0,0.5,0.3,GCN,0.7733333333333333,49.03846085071564,36.45272254943848,after
1.0,0.6,0.3,GCN,0.7533333333333333,57.734113931655884,39.13123607635498,before
1.0,0.6,0.3,GCN,0.7333333333333333,59.80350971221924,46.99111580848694,after
1.0,0.7,0.3,GCN,0.7233333333333334,60.17976403236389,53.216904401779175,before
1.0,0.7,0.3,GCN,0.6933333333333334,56.563544273376465,48.70653748512268,after
1.0,0.8,0.3,GCN,0.7166666666666667,38.73327672481537,29.63932752609253,before
1.0,0.8,0.3,GCN,0.72,39.00501728057861,30.410343408584595,after
1.0,0.9,0.3,GCN,0.71,60.28428077697754,51.065391302108765,before
1.0,0.9,0.3,GCN,0.6966666666666667,39.88294303417206,31.414902210235596,after
1.0,1.0,0.3,GCN,0.76,49.644649028778076,36.10480725765228,before
1.0,1.0,0.3,GCN,0.73,59.385448694229126,47.65618443489075,after
