h_mm,h_MM,fm,model,acc,sp,eo,phase
0.1,0.1,0.5,GCN,0.7566666666666667,6.0363247990608215,10.744533687829971,before
0.1,0.1,0.5,GCN,0.7633333333333333,7.425213605165482,10.580330342054367,after
0.1,0.2,0.1,GCN,0.7733333333333333,2.6455026119947433,12.22570538520813,before
0.1,0.2,0.1,GCN,0.77,2.1978022530674934,19.2615807056427,after
0.1,0.2,0.3,GCN,0.7633333333333333,21.383778750896454,3.5828206688165665,before
0.1,0.2,0.3,GCN,0.7633333333333333,28.678929805755615,11.344725638628006,after
0.1,0.2,0.5,GCN,0.76,5.395299196243286,12.224526703357697,before
0.1,0.2,0.5,GCN,0.7333333333333333,2.5641025975346565,14.05453234910965,after
0.1,0.3,0.1,GCN,0.7433333333333333,2.9304029420018196,11.259143054485321,before
0.1,0.3,0.1,GCN,0.73,9.198208898305893,2.6036225259304047,after
0.1,0.3,0.3,GCN,0.75,22.909699380397797,4.704032838344574,before
0.1,0.3,0.3,GCN,0.7333333333333333,8.173076808452606,11.455000936985016,after
0.1,0.3,0.5,GCN,0.7466666666666667,6.410256773233414,10.83095669746399,before
0.1,0.3,0.5,GCN,0.7566666666666667,9.401709586381912,7.531760632991791,after
0.1,0.4,0.1,GCN,0.7766666666666666,32.56003260612488,15.865552425384521,before
0.1,0.4,0.1,GCN,0.7166666666666667,33.21123421192169,20.933473110198975,after
0.1,0.4,0.3,GCN,0.7033333333333334,23.745819926261902,10.469355434179306,before
0.1,0.4,0.3,GCN,0.71,27.80100405216217,13.953976333141327,after
0.1,0.4,0.5,GCN,0.75,5.715811997652054,11.708150058984756,before
0.1,0.4,0.5,GCN,0.8,17.36111044883728,7.177425920963287,after
0.1,0.5,0.1,GCN,0.76,16.646316647529602,4.946012049913406,before
0.1,0.5,0.1,GCN,0.7733333333333333,18.518517911434174,4.144897311925888,after
0.1,0.5,0.3,GCN,0.7666666666666667,37.54180669784546,21.725904941558838,before
0.1,0.5,0.3,GCN,0.7566666666666667,28.678929805755615,9.100022912025452,after
0.1,0.5,0.5,GCN,0.7033333333333334,4.914529994130135,7.587935030460358,before
0.1,0.5,0.5,GCN,0.7533333333333333,8.814102411270142,7.38484114408493,after
0.1,0.6,0.1,GCN,0.68,31.1355322599411,24.042144417762756,before
0.1,0.6,0.1,GCN,0.69,21.489621698856354,17.6506444811821,after
0.1,0.6,0.3,GCN,0.7333333333333333,26.21237337589264,10.273182392120361,before
0.1,0.6,0.3,GCN,0.7633333333333333,19.87876296043396,1.6735019162297249,after
0.1,0.6,0.5,GCN,0.8,19.017094373703003,6.544378399848938,before
0.1,0.6,0.5,GCN,0.81,18.26923042535782,5.228588730096817,after
0.1,0.7,0.1,GCN,0.7066666666666667,41.96174144744873,31.844305992126465,before
0.1,0.7,0.1,GCN,0.77,23.687423765659332,11.285266280174255,after
0.1,0.7,0.3,GCN,0.7566666666666667,32.21153914928436,18.93392503261566,before
0.1,0.7,0.3,GCN,0.76,35.472407937049866,20.09979486465454,after
0.1,0.7,0.5,GCN,0.7666666666666667,18.482905626296997,1.5880217775702477,before
0.1,0.7,0.5,GCN,0.77,21.367521584033966,5.366865545511246,after
0.1,0.8,0.1,GCN,0.75,25.152626633644104,13.52316290140152,before
0.1,0.8,0.1,GCN,0.7633333333333333,21.082621812820435,7.244862616062164,after
0.1,0.8,0.3,GCN,0.7933333333333333,22.282609343528748,9.321257472038269,before
0.1,0.8,0.3,GCN,0.7333333333333333,17.809364199638367,2.58942823857069,after
0.1,0.8,0.5,GCN,0.8233333333333334,13.835470378398895,9.564860165119171,before
0.1,0.8,0.5,GCN,0.7866666666666666,21.7414528131485,4.969319701194763,after
0.1,0.9,0.1,GCN,0.7733333333333333,13.308914005756378,8.829675614833832,before
0.1,0.9,0.1,GCN,0.6533333333333333,15.506716072559357,6.495994329452515,after
0.1,0.9,0.3,GCN,0.7766666666666666,25.898829102516174,3.6347687244415283,before
0.1,0.9,0.3,GCN,0.8166666666666667,36.162206530570984,11.785828322172165,after
0.1,0.9,0.5,GCN,0.8166666666666667,15.544871985912323,4.586898535490036,before
0.1,0.9,0.5,GCN,0.79,13.034188747406006,6.049606949090958,after
0.1,1.0,0.1,GCN,0.75,22.6292222738266,13.244514167308807,before
0.1,1.0,0.1,GCN,0.7466666666666667,22.262921929359436,12.95715719461441,after
0.1,1.0,0.3,GCN,0.8266666666666667,30.873745679855347,8.622921258211136,before
0.1,1.0,0.3,GCN,0.7733333333333333,24.101170897483826,7.660514861345291,after
0.1,1.0,0.5,GCN,0.7866666666666666,11.324786394834518,15.96015989780426,before
0.1,1.0,0.5,GCN,0.7733333333333333,12.553419172763824,9.88246500492096,after
0.2,0.0,0.1,GCN,0.82,7.529507577419281,21.07279747724533,before
0.2,0.0,0.1,GCN,0.8266666666666667,18.599918484687805,32.68024921417236,after
0.2,0.0,0.3,GCN,0.7033333333333334,15.865384042263031,2.113237604498863,before
0.2,0.0,0.3,GCN,0.7233333333333334,16.680602729320526,13.558897376060486,after
0.2,0.0,0.5,GCN,0.7533333333333333,17.094017565250397,5.35174161195755,before
0.2,0.0,0.5,GCN,0.7566666666666667,17.94871836900711,3.6816179752349854,after
0.2,0.1,0.1,GCN,0.74,27.228328585624695,11.938348412513733,before
0.2,0.1,0.1,GCN,0.7533333333333333,31.298330426216125,17.34587252140045,after
0.2,0.1,0.3,GCN,0.73,25.02090334892273,9.756436944007874,before
0.2,0.1,0.3,GCN,0.72,21.467390656471252,7.158806174993515,after
0.2,0.1,0.5,GCN,0.7733333333333333,16.239316761493683,6.738829612731934,before
0.2,0.1,0.5,GCN,0.76,12.820513546466827,3.73995341360569,after
0.2,0.2,0.1,GCN,0.7233333333333334,27.18762755393982,13.557994365692139,before
0.2,0.2,0.1,GCN,0.7466666666666667,26.49572789669037,13.4883314371109,after
0.2,0.2,0.3,GCN,0.7666666666666667,16.304348409175873,7.051947712898254,before
0.2,0.2,0.3,GCN,0.7433333333333333,19.168059527873993,6.164730340242386,after
0.2,0.2,0.5,GCN,0.7766666666666666,7.371795177459717,11.075101792812347,before
0.2,0.2,0.5,GCN,0.8033333333333333,20.72649598121643,5.1205601543188095,after
0.2,0.3,0.1,GCN,0.7266666666666667,9.971509873867035,6.347962468862534,before
0.2,0.3,0.1,GCN,0.7133333333333334,32.60073363780975,29.65865433216095,after
0.2,0.3,0.3,GCN,0.7433333333333333,28.010034561157227,10.837548226118088,before
0.2,0.3,0.3,GCN,0.7566666666666667,27.508360147476196,6.463886797428131,after
0.2,0.3,0.5,GCN,0.8066666666666666,15.598291158676147,4.75110188126564,before
0.2,0.3,0.5,GCN,0.8,18.75,3.793967515230179,after
0.2,0.4,0.1,GCN,0.7866666666666666,8.913309127092361,7.001045346260071,before
0.2,0.4,0.1,GCN,0.7533333333333333,26.658526062965393,16.4838045835495,after
0.2,0.4,0.3,GCN,0.74,22.512541711330414,4.375939816236496,before
0.2,0.4,0.3,GCN,0.71,22.993311285972595,10.770563036203384,after
0.2,0.4,0.5,GCN,0.73,10.042735189199448,4.079163447022438,before
0.2,0.4,0.5,GCN,0.72,11.858974397182465,0.7799671497195959,after
0.2,0.5,0.1,GCN,0.73,7.24460706114769,6.313131004571915,before
0.2,0.5,0.1,GCN,0.7566666666666667,3.3374033868312836,14.794495701789856,after
0.2,0.5,0.3,GCN,0.7233333333333334,25.02090334892273,11.31487861275673,before
0.2,0.5,0.3,GCN,0.7433333333333333,21.383778750896454,4.484620690345764,after
0.2,0.5,0.5,GCN,0.73,15.544871985912323,7.775904983282089,before
0.2,0.5,0.5,GCN,0.73,13.942307233810425,4.025149345397949,after
0.2,0.6,0.1,GCN,0.7166666666666667,34.02523398399353,27.089864015579224,before
0.2,0.6,0.1,GCN,0.6833333333333333,50.30525326728821,46.42981290817261,after
0.2,0.6,0.3,GCN,0.7466666666666667,24.644649028778076,7.043062150478363,before
0.2,0.6,0.3,GCN,0.74,29.410535097122192,12.51765787601471,after
0.2,0.6,0.5,GCN,0.7366666666666667,11.965811997652054,3.3661741763353348,before
0.2,0.6,0.5,GCN,0.74,11.11111119389534,5.528908222913742,after
0.2,0.7,0.1,GCN,0.7333333333333333,39.76393938064575,31.15639090538025,before
0.2,0.7,0.1,GCN,0.71,44.93284523487091,38.94984424114227,after
0.2,0.7,0.3,GCN,0.7466666666666667,21.50919735431671,1.7457280308008194,before
0.2,0.7,0.3,GCN,0.7066666666666667,32.169732451438904,21.355661749839783,after
0.2,0.7,0.5,GCN,0.7733333333333333,8.547008782625198,10.321061313152313,before
0.2,0.7,0.5,GCN,0.76,12.553419172763824,4.420533776283264,after
0.2,0.8,0.1,GCN,0.78,15.913715958595276,11.47683709859848,before
0.2,0.8,0.1,GCN,0.72,33.25193226337433,22.143852710723877,after
0.2,0.8,0.3,GCN,0.7366666666666667,21.885451674461365,2.9006607830524445,before
0.2,0.8,0.3,GCN,0.7333333333333333,27.571070194244385,12.049214541912079,after
0.2,0.8,0.5,GCN,0.78,26.06837749481201,10.93466430902481,before
0.2,0.8,0.5,GCN,0.7566666666666667,15.544871985912323,4.34059277176857,after
0.2,0.9,0.1,GCN,0.7666666666666667,19.65811997652054,9.056078642606735,before
0.2,0.9,0.1,GCN,0.7833333333333333,18.884818255901337,4.214559495449066,after
0.2,0.9,0.3,GCN,0.7766666666666666,26.0869562625885,3.4955568611621857,before
0.2,0.9,0.3,GCN,0.7933333333333333,30.62290847301483,15.975847840309143,after
0.2,0.9,0.5,GCN,0.7833333333333333,22.489316761493683,5.083830282092094,before
0.2,0.9,0.5,GCN,0.75,19.497863948345184,4.945553466677666,after
0.2,1.0,0.1,GCN,0.7333333333333333,25.518926978111267,17.023685574531555,before
0.2,1.0,0.1,GCN,0.8066666666666666,29.67033088207245,13.636364042758942,after
0.2,1.0,0.3,GCN,0.6966666666666667,10.556019842624664,13.844384253025055,before
0.2,1.0,0.3,GCN,0.7433333333333333,28.260868787765503,7.936204224824905,after
0.2,1.0,0.5,GCN,0.7566666666666667,7.585470378398895,10.07259488105774,before
0.2,1.0,0.5,GCN,0.7666666666666667,10.576923191547394,6.773398816585541,after
0.3,0.0,0.1,GCN,0.77,16.117216646671295,4.284221678972244,before
0.3,0.0,0.1,GCN,0.78,14.936915040016174,9.970393776893616,after
0.3,0.0,0.3,GCN,0.7266666666666667,26.567724347114563,13.803599774837494,before
0.3,0.0,0.3,GCN,0.73,25.376254320144653,12.776030600070953,after
0.3,0.0,0.5,GCN,0.7233333333333334,5.7692307978868484,8.56451466679573,before
0.3,0.0,0.5,GCN,0.7133333333333334,6.730769574642181,9.085212647914886,after
0.3,0.1,0.1,GCN,0.7933333333333333,8.180708438158035,12.730756402015686,before
0.3,0.1,0.1,GCN,0.7833333333333333,21.489621698856354,10.492859780788422,after
0.3,0.1,0.3,GCN,0.7633333333333333,23.160535097122192,11.609934270381927,before
0.3,0.1,0.3,GCN,0.7933333333333333,31.333613395690918,13.830485939979553,after
0.3,0.1,0.5,GCN,0.75,10.41666641831398,8.043816685676575,before
0.3,0.1,0.5,GCN,0.7733333333333333,12.286324799060822,5.865957960486412,after
0.3,0.2,0.1,GCN,0.74,31.298330426216125,24.41658079624176,before
0.3,0.2,0.1,GCN,0.69,22.792023420333862,25.14803111553192,after
0.3,0.2,0.3,GCN,0.7433333333333333,19.27257478237152,0.794714130461216,before
0.3,0.2,0.3,GCN,0.7233333333333334,16.241638362407684,3.118022531270981,after
0.3,0.2,0.5,GCN,0.77,14.850427210330963,5.315011739730835,before
0.3,0.2,0.5,GCN,0.7533333333333333,14.743590354919434,1.9726039841771126,after
0.3,0.3,0.1,GCN,0.7866666666666666,15.913715958595276,10.684430599212646,before
0.3,0.3,0.1,GCN,0.7466666666666667,22.181522846221924,8.977708220481873,after
0.3,0.3,0.3,GCN,0.76,23.035116493701935,3.9742540568113327,before
0.3,0.3,0.3,GCN,0.7366666666666667,15.175585448741913,3.3857371658086777,after
0.3,0.3,0.5,GCN,0.7166666666666667,14.369657635688782,12.308789789676666,before
0.3,0.3,0.5,GCN,0.7133333333333334,13.19444477558136,5.695272609591484,after
0.3,0.4,0.1,GCN,0.76,21.12332135438919,10.423196852207184,before
0.3,0.4,0.1,GCN,0.7066666666666667,30.891332030296326,22.109021246433258,after
0.3,0.4,0.3,GCN,0.7066666666666667,31.020066142082214,21.719981729984283,before
0.3,0.4,0.3,GCN,0.7233333333333334,30.74832856655121,17.541353404521942,after
0.3,0.4,0.5,GCN,0.7966666666666666,27.350428700447083,9.705297648906708,before
0.3,0.4,0.5,GCN,0.7266666666666667,24.465811252593994,14.05453234910965,after
0.3,0.5,0.1,GCN,0.7966666666666666,16.28001630306244,0.4789271857589483,before
0.3,0.5,0.1,GCN,0.79,19.617418944835663,4.789271950721741,after
0.3,0.5,0.3,GCN,0.7533333333333333,18.081103265285492,3.5055823624134064,before
0.3,0.5,0.3,GCN,0.7433333333333333,34.03010070323944,19.262702763080597,after
0.3,0.5,0.5,GCN,0.79,1.7628205940127373,20.030680298805237,before
0.3,0.5,0.5,GCN,0.7566666666666667,5.929487198591232,11.306282877922058,after
0.3,0.6,0.1,GCN,0.73,28.897029161453247,25.18286406993866,before
0.3,0.6,0.1,GCN,0.7833333333333333,29.222628474235535,18.27760338783264,after
0.3,0.6,0.3,GCN,0.78,24.205686151981354,2.29141041636467,before
0.3,0.6,0.3,GCN,0.7033333333333334,24.310201406478882,12.046252191066742,after
0.3,0.6,0.5,GCN,0.7733333333333333,17.681623995304108,2.3679889738559723,before
0.3,0.6,0.5,GCN,0.7633333333333333,7.905983179807663,9.558378905057907,after
0.3,0.7,0.1,GCN,0.7666666666666667,42.205941677093506,30.947405099868774,before
0.3,0.7,0.1,GCN,0.69,38.01383674144745,28.4395694732666,after
0.3,0.7,0.3,GCN,0.7366666666666667,38.12709152698517,24.62565451860428,before
0.3,0.7,0.3,GCN,0.7633333333333333,28.678929805755615,8.809296041727066,after
0.3,0.7,0.5,GCN,0.7633333333333333,21.581196784973145,7.540402561426163,before
0.3,0.7,0.5,GCN,0.7633333333333333,23.076923191547394,7.937948405742645,after
0.3,0.8,0.1,GCN,0.7333333333333333,21.448922157287598,11.180773377418518,before
0.3,0.8,0.1,GCN,0.7466666666666667,18.84411871433258,6.48728683590889,after
0.3,0.8,0.3,GCN,0.71,28.4280925989151,10.814308375120163,before
0.3,0.8,0.3,GCN,0.7433333333333333,26.254180073738098,11.189337074756622,after
0.3,0.8,0.5,GCN,0.7666666666666667,17.040598392486572,3.0809782445430756,before
0.3,0.8,0.5,GCN,0.78,25.534188747406006,10.921701043844223,after
0.3,0.9,0.1,GCN,0.72,26.251527667045593,18.251481652259827,before
0.3,0.9,0.1,GCN,0.72,36.263737082481384,28.282827138900757,after
0.3,0.9,0.3,GCN,0.7166666666666667,28.260868787765503,14.169970154762268,before
0.3,0.9,0.3,GCN,0.75,30.03762662410736,11.166781187057495,after
0.3,0.9,0.5,GCN,0.7733333333333333,9.61538478732109,8.78705382347107,before
0.3,0.9,0.5,GCN,0.78,15.064102411270142,4.859130457043648,after
0.3,1.0,0.1,GCN,0.7833333333333333,20.757021009922028,5.120167136192322,before
0.3,1.0,0.1,GCN,0.7933333333333333,25.19332468509674,8.472657203674316,after
0.3,1.0,0.3,GCN,0.71,25.271740555763245,8.994987607002258,before
0.3,1.0,0.3,GCN,0.7133333333333334,36.83110475540161,23.91091287136078,after
0.3,1.0,0.5,GCN,0.7833333333333333,18.376068770885468,4.848327487707138,before
0.3,1.0,0.5,GCN,0.7633333333333333,25.58760643005371,10.161178559064865,after
0.4,0.0,0.1,GCN,0.7833333333333333,22.792023420333862,17.990247905254364,before
0.4,0.0,0.1,GCN,0.76,20.879121124744415,19.932079315185547,after
0.4,0.0,0.3,GCN,0.7466666666666667,12.165551632642746,14.244930446147919,before
0.4,0.0,0.3,GCN,0.7333333333333333,19.084447622299194,2.307131513953209,after
0.4,0.0,0.5,GCN,0.7533333333333333,10.790598392486572,5.78385591506958,before
0.4,0.0,0.5,GCN,0.7166666666666667,8.707264810800552,7.330827414989471,after
0.4,0.1,0.1,GCN,0.76,32.03093111515045,20.480668544769287,before
0.4,0.1,0.1,GCN,0.8033333333333333,15.954415500164032,25.71403682231903,after
0.4,0.1,0.3,GCN,0.75,17.64214038848877,13.408976793289185,before
0.4,0.1,0.3,GCN,0.73,18.20652186870575,20.488721132278442,after
0.4,0.1,0.5,GCN,0.7766666666666666,8.22649598121643,9.796041250228882,before
0.4,0.1,0.5,GCN,0.7566666666666667,10.630341619253159,8.467289060354233,after
0.4,0.2,0.1,GCN,0.7833333333333333,21.489621698856354,5.912574008107185,before
0.4,0.2,0.1,GCN,0.8066666666666666,22.588522732257843,6.339254230260849,after
0.4,0.2,0.3,GCN,0.7733333333333333,34.5108687877655,17.208018898963928,before
0.4,0.2,0.3,GCN,0.7766666666666666,29.285117983818054,9.83390286564827,after
0.4,0.2,0.5,GCN,0.76,18.376068770885468,6.475239992141724,before
0.4,0.2,0.5,GCN,0.7333333333333333,13.19444477558136,8.970702439546585,after
0.4,0.3,0.1,GCN,0.73,29.711028933525085,19.749215245246887,before
0.4,0.3,0.1,GCN,0.74,32.682132720947266,24.076975882053375,after
0.4,0.3,0.3,GCN,0.74,28.44899594783783,15.278194844722748,before
0.4,0.3,0.3,GCN,0.7533333333333333,36.078596115112305,21.996581554412842,after
0.4,0.3,0.5,GCN,0.7766666666666666,5.235042795538902,15.041916072368622,before
0.4,0.3,0.5,GCN,0.7933333333333333,11.91239282488823,8.625011146068573,after
0.4,0.4,0.1,GCN,0.7366666666666667,32.3158323764801,18.669453263282776,before
0.4,0.4,0.1,GCN,0.7766666666666666,22.6292222738266,6.243469193577766,after
0.4,0.4,0.3,GCN,0.7533333333333333,25.418061017990112,6.666439026594162,before
0.4,0.4,0.3,GCN,0.7533333333333333,28.804346919059753,11.597858369350433,after
0.4,0.4,0.5,GCN,0.7433333333333333,11.645299196243286,4.32979017496109,before
0.4,0.4,0.5,GCN,0.75,21.207265555858612,9.867340326309204,after
0.4,0.5,0.1,GCN,0.7966666666666666,19.617418944835663,3.5440612584352493,before
0.4,0.5,0.1,GCN,0.7766666666666666,12.942613661289215,2.3162661120295525,after
0.4,0.5,0.3,GCN,0.67,17.224080860614777,5.829573795199394,before
0.4,0.5,0.3,GCN,0.7033333333333334,32.107022404670715,20.189565420150757,after
0.4,0.5,0.5,GCN,0.7766666666666666,18.75,1.6701236367225647,before
0.4,0.5,0.5,GCN,0.7566666666666667,20.405982434749603,6.667531281709671,after
0.4,0.6,0.1,GCN,0.75,19.210419058799744,20.480668544769287,before
0.4,0.6,0.1,GCN,0.76,11.843711882829666,16.805991530418396,after
0.4,0.6,0.3,GCN,0.76,29.661372303962708,12.54727691411972,before
0.4,0.6,0.3,GCN,0.74,23.432274162769318,6.657096743583679,after
0.4,0.6,0.5,GCN,0.7833333333333333,16.55982881784439,4.753262549638748,before
0.4,0.6,0.5,GCN,0.75,28.68589758872986,18.241724371910095,after
0.4,0.7,0.1,GCN,0.6566666666666666,40.130239725112915,36.616164445877075,before
0.4,0.7,0.1,GCN,0.7133333333333334,34.065935015678406,28.683385252952576,after
0.4,0.7,0.3,GCN,0.7433333333333333,29.828596115112305,16.923445463180542,before
0.4,0.7,0.3,GCN,0.7233333333333334,26.69314444065094,16.271816194057465,after
0.4,0.7,0.5,GCN,0.7666666666666667,21.260683238506317,4.94123250246048,before
0.4,0.7,0.5,GCN,0.7566666666666667,22.489316761493683,8.09134915471077,after
0.4,0.8,0.1,GCN,0.7066666666666667,27.716729044914246,20.271682739257812,before
0.4,0.8,0.1,GCN,0.7133333333333334,15.913715958595276,7.976314425468445,after
0.4,0.8,0.3,GCN,0.7233333333333334,30.894649028778076,16.10526293516159,before
0.4,0.8,0.3,GCN,0.6966666666666667,22.63796031475067,8.618136495351791,after
0.4,0.8,0.5,GCN,0.77,25.373932719230652,9.314233809709549,before
0.4,0.8,0.5,GCN,0.7633333333333333,25.90811848640442,8.812981098890305,after
0.4,0.9,0.1,GCN,0.8033333333333333,20.0244203209877,13.305467367172241,before
0.4,0.9,0.1,GCN,0.8,24.460723996162415,10.022640228271484,after
0.4,0.9,0.3,GCN,0.7733333333333333,29.807692766189575,7.994303852319717,before
0.4,0.9,0.3,GCN,0.8366666666666667,30.497491359710693,12.2836634516716,after
0.4,0.9,0.5,GCN,0.7533333333333333,20.03205120563507,6.010716408491135,before
0.4,0.9,0.5,GCN,0.7166666666666667,21.901708841323853,10.206550359725952,after
0.4,1.0,0.1,GCN,0.7266666666666667,40.65934121608734,30.25949001312256,before
0.4,1.0,0.1,GCN,0.8033333333333333,20.757021009922028,5.1637060940265656,after
0.4,1.0,0.3,GCN,0.7433333333333333,28.720736503601074,12.246069312095642,before
0.4,1.0,0.3,GCN,0.76,30.72742521762848,10.856914520263672,after
0.4,1.0,0.5,GCN,0.77,18.05555522441864,4.653875902295113,before
0.4,1.0,0.5,GCN,0.7766666666666666,17.307692766189575,3.1630799174308777,after
0.5,0.0,0.1,GCN,0.8266666666666667,30.891332030296326,10.510274767875671,before
0.5,0.0,0.1,GCN,0.83,24.50142502784729,20.12365013360977,after
0.5,0.0,0.3,GCN,0.7866666666666666,25.710701942443848,22.042152285575867,before
0.5,0.0,0.3,GCN,0.7466666666666667,14.945651590824127,14.713147282600403,after
0.5,0.0,0.5,GCN,0.7433333333333333,19.070513546466827,6.406101584434509,before
